title,publishedAt,duration,views,likes,comments
"Hover, Focus & Other States in Tailwind CSS : Tailwind Tutorial #8",2022-01-08T11:30:04Z,PT13M25S,88115,2754,300
Creating Responsive Designs in Tailwind CSS : Tailwind Tutorial #7,2022-01-07T11:51:44Z,PT17M2S,128992,3822,357
Square Bracket Notation in Tailwind CSS : Tailwind Tutorial #6,2022-01-05T13:22:29Z,PT8M46S,89596,2702,196
"Margins, Borders & Padding in Tailwind CSS : Tailwind Tutorial #5",2022-01-04T11:30:11Z,PT12M18S,105206,2729,186
Fonts & Sizing : Tailwind Tutorial #4,2022-01-03T11:30:15Z,PT15M10S,144996,3380,217
Why use Tailwind CSS? : Tailwind Tutorial #3,2022-01-02T11:53:18Z,PT14M10S,173085,4488,347
Sweet Spot PC Build for ML & Android Studio 🔥,2022-01-01T11:06:57Z,PT6M57S,167381,7910,625
Our First Tailwind CSS Website: Tailwind Tutorial #2,2021-12-31T12:18:02Z,PT28M2S,389966,7720,986
Introduction to Tailwind CSS & Utility first Workflow: Tailwind Tutorial #1,2021-12-30T15:12:13Z,PT18M,829404,17813,1163
Python in 8 Minutes (in Hindi) 🐍,2021-12-28T07:49:34Z,PT8M29S,1382022,47366,1309
Strapi Headless CMS can save a lot of API Development time 🔥 #shorts,2021-12-23T05:39:37Z,PT1M,95704,6947,133
"Personal Portfolio website using pure HTML, CSS and JavaScript",2021-12-22T13:10:00Z,PT2H12M11S,1772308,42152,2202
Bootstrap in 2024 - A big NO ❓❓,2021-12-21T11:30:21Z,PT11M9S,373140,12273,992
5 Ways to Host a Website for Free!!! 🆓🙌,2021-12-21T07:15:17Z,PT1M,853389,77912,378
7 Coding Myths - Busted! 🕵️‍♂️,2021-12-20T11:47:12Z,PT8M12S,228493,13972,658
Why everyone should learn to Code in 2024? (The Reason!),2021-12-18T13:32:50Z,PT5M6S,86701,5794,574
5 ways to customize chrome homepage 🔥 #shorts,2021-12-17T07:29:58Z,PT1M,152346,12899,115
Landing Page vs Website - The Difference! 🔥 #shorts,2021-12-13T05:30:12Z,PT59S,90268,6369,97
GitHub Desktop saves a lot of time & hassles 🔥 #shorts,2021-12-09T07:21:30Z,PT58S,85153,6645,134
Python Quiz: 99.9% wont get this right! #shorts,2021-12-08T05:37:02Z,PT1M,172065,12138,272
Can you learn Coding post 30?,2021-12-07T12:37:19Z,PT5M51S,74494,3180,514
